County,DateDT,Positive,Negative,x,y
Kern,2025-01-11,0,1,-118.729057004817,35.3434319048996
Kern,2025-02-15,0,1,-118.729057004817,35.3434319048996
Kern,2025-02-22,0,1,-118.729057004817,35.3434319048996
Kern,2025-03-01,0,1,-118.729057004817,35.3434319048996
Kern,2025-03-08,0,1,-118.729057004817,35.3434319048996
Kern,2025-03-15,0,1,-118.729057004817,35.3434319048996
Kern,2025-03-29,0,1,-118.729057004817,35.3434319048996
Kern,2025-04-05,1,0,-118.729057004817,35.3434319048996
Kern,2025-04-12,0,1,-118.729057004817,35.3434319048996
Kern,2025-04-19,1,0,-118.729057004817,35.3434319048996
Kern,2025-04-26,0,1,-118.729057004817,35.3434319048996
Kern,2025-05-03,0,1,-118.729057004817,35.3434319048996
Kern,2025-05-10,0,1,-118.729057004817,35.3434319048996
Kern,2025-05-17,0,1,-118.729057004817,35.3434319048996
Kern,2025-05-24,0,1,-118.729057004817,35.3434319048996
Kern,2025-05-31,0,1,-118.729057004817,35.3434319048996
Kern,2025-06-07,0,1,-118.729057004817,35.3434319048996
Kern,2025-06-14,0,1,-118.729057004817,35.3434319048996
Kern,2025-06-21,0,1,-118.729057004817,35.3434319048996
Kings,2025-03-29,0,1,-119.815834869666,36.0749396944621
Kings,2025-04-05,0,1,-119.815834869666,36.0749396944621
Kings,2025-04-12,0,1,-119.815834869666,36.0749396944621
Kings,2025-04-19,0,1,-119.815834869666,36.0749396944621
Kings,2025-04-26,0,1,-119.815834869666,36.0749396944621
Kings,2025-05-03,0,1,-119.815834869666,36.0749396944621
Kings,2025-05-10,0,1,-119.815834869666,36.0749396944621
Kings,2025-05-17,0,1,-119.815834869666,36.0749396944621
Kings,2025-05-24,0,1,-119.815834869666,36.0749396944621
Kings,2025-05-31,0,1,-119.815834869666,36.0749396944621
Kings,2025-06-07,0,1,-119.815834869666,36.0749396944621
Kings,2025-06-14,0,1,-119.815834869666,36.0749396944621
Kings,2025-06-21,0,1,-119.815834869666,36.0749396944621
Kings,2025-06-28,0,1,-119.815834869666,36.0749396944621
Lake,2024-11-23,0,1,-122.752761888556,39.0994857750695
Lake,2024-11-30,1,0,-122.752761888556,39.0994857750695
Lake,2024-12-07,1,0,-122.752761888556,39.0994857750695
Lake,2024-12-14,1,0,-122.752761888556,39.0994857750695
Lake,2024-12-21,1,0,-122.752761888556,39.0994857750695
Lake,2025-01-25,1,0,-122.752761888556,39.0994857750695
Lake,2025-02-01,0,1,-122.752761888556,39.0994857750695
Lake,2025-02-08,0,1,-122.752761888556,39.0994857750695
Lake,2025-02-15,0,1,-122.752761888556,39.0994857750695
Lake,2025-02-22,0,1,-122.752761888556,39.0994857750695
Lake,2025-03-01,0,1,-122.752761888556,39.0994857750695
Lake,2025-03-08,0,1,-122.752761888556,39.0994857750695
Lake,2025-03-15,0,1,-122.752761888556,39.0994857750695
Lake,2025-03-22,0,1,-122.752761888556,39.0994857750695
Lake,2025-03-29,0,1,-122.752761888556,39.0994857750695
Lake,2025-04-05,0,1,-122.752761888556,39.0994857750695
Lake,2025-04-12,0,1,-122.752761888556,39.0994857750695
Lake,2025-04-19,0,1,-122.752761888556,39.0994857750695
Lake,2025-04-26,0,1,-122.752761888556,39.0994857750695
Lake,2025-05-03,0,1,-122.752761888556,39.0994857750695
Lake,2025-05-10,0,1,-122.752761888556,39.0994857750695
Lake,2025-05-17,0,1,-122.752761888556,39.0994857750695
Lake,2025-05-24,0,1,-122.752761888556,39.0994857750695
Lake,2025-05-31,0,1,-122.752761888556,39.0994857750695
Lake,2025-06-07,0,1,-122.752761888556,39.0994857750695
Lake,2025-06-14,0,1,-122.752761888556,39.0994857750695
Lake,2025-06-21,0,1,-122.752761888556,39.0994857750695
Lake,2025-06-28,0,1,-122.752761888556,39.0994857750695
Los Angeles,2024-10-12,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-10-19,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-10-26,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-11-02,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-11-09,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-11-16,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-11-23,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-11-30,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-12-07,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-12-14,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-12-21,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-12-28,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-01-04,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-01-11,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-01-18,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-01-25,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-02-01,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-02-08,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-02-15,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-02-22,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-03-01,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-03-08,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-03-15,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-03-22,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-03-29,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-04-05,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-04-12,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-04-19,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-04-26,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-05-03,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-05-10,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-05-17,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-05-24,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-05-31,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-06-07,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-06-14,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-06-21,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-06-28,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-10-12,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-10-19,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-10-26,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-11-02,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-12-28,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-04-26,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-10-12,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-10-19,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-10-26,0,1,-118.261819239691,34.1959096249039
Los Angeles,2024-11-02,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-11-09,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-11-16,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-11-23,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-11-30,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-12-07,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-12-14,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-12-21,1,0,-118.261819239691,34.1959096249039
Los Angeles,2024-12-28,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-01-04,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-01-11,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-01-18,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-01-25,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-02-01,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-02-08,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-02-15,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-02-22,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-03-01,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-03-08,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-03-15,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-03-22,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-03-29,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-04-05,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-04-12,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-04-19,1,0,-118.261819239691,34.1959096249039
Los Angeles,2025-04-26,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-05-03,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-05-10,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-05-17,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-05-24,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-05-31,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-06-07,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-06-14,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-06-21,0,1,-118.261819239691,34.1959096249039
Los Angeles,2025-06-28,0,1,-118.261819239691,34.1959096249039
Marin,2024-10-12,0,1,-122.748575998124,38.0551403442091
Marin,2024-10-19,0,1,-122.748575998124,38.0551403442091
Marin,2024-10-26,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-02,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-09,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-16,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-23,1,0,-122.748575998124,38.0551403442091
Marin,2024-11-30,0,1,-122.748575998124,38.0551403442091
Marin,2024-12-07,1,0,-122.748575998124,38.0551403442091
Marin,2024-12-14,0,1,-122.748575998124,38.0551403442091
Marin,2024-12-21,1,0,-122.748575998124,38.0551403442091
Marin,2024-12-28,0,1,-122.748575998124,38.0551403442091
Marin,2025-01-04,1,0,-122.748575998124,38.0551403442091
Marin,2025-01-11,0,1,-122.748575998124,38.0551403442091
Marin,2025-01-18,0,1,-122.748575998124,38.0551403442091
Marin,2025-01-25,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-01,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-08,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-15,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-22,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-01,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-08,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-15,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-22,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-29,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-05,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-12,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-19,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-26,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-03,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-10,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-17,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-24,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-31,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-07,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-14,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-21,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-28,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-16,1,0,-122.748575998124,38.0551403442091
Marin,2024-11-23,1,0,-122.748575998124,38.0551403442091
Marin,2024-11-30,1,0,-122.748575998124,38.0551403442091
Marin,2024-12-07,1,0,-122.748575998124,38.0551403442091
Marin,2024-12-14,1,0,-122.748575998124,38.0551403442091
Marin,2024-12-21,1,0,-122.748575998124,38.0551403442091
Marin,2024-12-28,1,0,-122.748575998124,38.0551403442091
Marin,2025-01-04,1,0,-122.748575998124,38.0551403442091
Marin,2025-01-11,1,0,-122.748575998124,38.0551403442091
Marin,2025-01-18,0,1,-122.748575998124,38.0551403442091
Marin,2025-01-25,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-01,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-08,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-15,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-22,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-01,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-08,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-15,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-22,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-29,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-05,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-12,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-19,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-26,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-03,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-10,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-17,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-24,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-31,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-07,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-14,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-21,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-28,0,1,-122.748575998124,38.0551403442091
Marin,2024-10-12,0,1,-122.748575998124,38.0551403442091
Marin,2024-10-19,0,1,-122.748575998124,38.0551403442091
Marin,2024-10-26,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-02,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-09,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-16,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-23,1,0,-122.748575998124,38.0551403442091
Marin,2024-11-30,0,1,-122.748575998124,38.0551403442091
Marin,2024-12-07,0,1,-122.748575998124,38.0551403442091
Marin,2024-12-14,0,1,-122.748575998124,38.0551403442091
Marin,2024-12-21,1,0,-122.748575998124,38.0551403442091
Marin,2024-12-28,1,0,-122.748575998124,38.0551403442091
Marin,2025-01-04,1,0,-122.748575998124,38.0551403442091
Marin,2025-01-11,1,0,-122.748575998124,38.0551403442091
Marin,2025-01-18,0,1,-122.748575998124,38.0551403442091
Marin,2025-01-25,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-01,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-08,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-15,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-22,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-01,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-08,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-15,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-22,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-29,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-05,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-12,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-19,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-26,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-03,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-10,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-17,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-24,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-31,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-07,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-14,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-21,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-28,0,1,-122.748575998124,38.0551403442091
Marin,2024-10-12,0,1,-122.748575998124,38.0551403442091
Marin,2024-10-19,0,1,-122.748575998124,38.0551403442091
Marin,2024-10-26,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-02,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-09,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-16,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-23,0,1,-122.748575998124,38.0551403442091
Marin,2024-11-30,0,1,-122.748575998124,38.0551403442091
Marin,2024-12-07,1,0,-122.748575998124,38.0551403442091
Marin,2024-12-14,1,0,-122.748575998124,38.0551403442091
Marin,2024-12-21,1,0,-122.748575998124,38.0551403442091
Marin,2024-12-28,1,0,-122.748575998124,38.0551403442091
Marin,2025-01-04,1,0,-122.748575998124,38.0551403442091
Marin,2025-01-11,1,0,-122.748575998124,38.0551403442091
Marin,2025-01-18,0,1,-122.748575998124,38.0551403442091
Marin,2025-01-25,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-01,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-08,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-15,0,1,-122.748575998124,38.0551403442091
Marin,2025-02-22,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-01,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-08,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-15,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-22,0,1,-122.748575998124,38.0551403442091
Marin,2025-03-29,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-05,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-12,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-19,0,1,-122.748575998124,38.0551403442091
Marin,2025-04-26,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-03,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-10,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-17,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-24,0,1,-122.748575998124,38.0551403442091
Marin,2025-05-31,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-07,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-14,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-21,0,1,-122.748575998124,38.0551403442091
Marin,2025-06-28,0,1,-122.748575998124,38.0551403442091
Merced,2024-10-12,0,1,-120.718434627189,37.1916748650579
Merced,2024-10-19,0,1,-120.718434627189,37.1916748650579
Merced,2024-10-26,0,1,-120.718434627189,37.1916748650579
Merced,2024-11-02,0,1,-120.718434627189,37.1916748650579
Merced,2024-11-09,1,0,-120.718434627189,37.1916748650579
Merced,2024-11-16,1,0,-120.718434627189,37.1916748650579
Merced,2024-11-23,0,1,-120.718434627189,37.1916748650579
Merced,2024-11-30,1,0,-120.718434627189,37.1916748650579
Merced,2024-12-07,1,0,-120.718434627189,37.1916748650579
Merced,2024-12-14,1,0,-120.718434627189,37.1916748650579
Merced,2024-12-21,1,0,-120.718434627189,37.1916748650579
Merced,2024-12-28,1,0,-120.718434627189,37.1916748650579
Merced,2025-01-04,1,0,-120.718434627189,37.1916748650579
Merced,2025-01-11,1,0,-120.718434627189,37.1916748650579
Merced,2025-01-18,1,0,-120.718434627189,37.1916748650579
Merced,2025-01-25,1,0,-120.718434627189,37.1916748650579
Merced,2025-02-01,0,1,-120.718434627189,37.1916748650579
Merced,2025-02-08,0,1,-120.718434627189,37.1916748650579
Merced,2025-02-15,0,1,-120.718434627189,37.1916748650579
Merced,2025-02-22,0,1,-120.718434627189,37.1916748650579
Merced,2025-03-01,0,1,-120.718434627189,37.1916748650579
Merced,2025-03-08,0,1,-120.718434627189,37.1916748650579
Merced,2025-03-15,0,1,-120.718434627189,37.1916748650579
Merced,2025-03-22,0,1,-120.718434627189,37.1916748650579
Merced,2025-03-29,0,1,-120.718434627189,37.1916748650579
Merced,2025-04-05,0,1,-120.718434627189,37.1916748650579
Merced,2025-04-12,0,1,-120.718434627189,37.1916748650579
Merced,2025-04-19,0,1,-120.718434627189,37.1916748650579
Merced,2025-04-26,0,1,-120.718434627189,37.1916748650579
Merced,2025-05-03,0,1,-120.718434627189,37.1916748650579
Merced,2025-05-10,0,1,-120.718434627189,37.1916748650579
Merced,2025-05-17,0,1,-120.718434627189,37.1916748650579
Merced,2025-05-24,0,1,-120.718434627189,37.1916748650579
Merced,2025-05-31,0,1,-120.718434627189,37.1916748650579
Merced,2025-06-07,0,1,-120.718434627189,37.1916748650579
Merced,2025-06-14,0,1,-120.718434627189,37.1916748650579
Merced,2025-06-21,0,1,-120.718434627189,37.1916748650579
Merced,2025-06-28,0,1,-120.718434627189,37.1916748650579
Mono,2024-10-12,0,1,-118.883903075533,37.9384012593246
Mono,2024-10-19,0,1,-118.883903075533,37.9384012593246
Mono,2024-10-26,0,1,-118.883903075533,37.9384012593246
Mono,2024-11-02,0,1,-118.883903075533,37.9384012593246
Mono,2024-11-09,0,1,-118.883903075533,37.9384012593246
Mono,2024-11-16,1,0,-118.883903075533,37.9384012593246
Mono,2024-11-23,1,0,-118.883903075533,37.9384012593246
Mono,2024-11-30,1,0,-118.883903075533,37.9384012593246
Mono,2024-12-07,1,0,-118.883903075533,37.9384012593246
Mono,2024-12-14,1,0,-118.883903075533,37.9384012593246
Mono,2024-12-21,1,0,-118.883903075533,37.9384012593246
